matrix_sha256	row_id	disposition	harbor_rule	replacement_owner	destination_paths	source_basis	license_treatment	evidence_refs	result
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-HTTP-001	rewrite	REWRITE-NO-COPY	P30 E4 client error/redaction boundary (bb-89n.13)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 REWRITE-NO-COPY rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-HTTP-002	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 REWRITE-NO-COPY rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-HTTP-003	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 REWRITE-NO-COPY rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-HTTP-004	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 REWRITE-NO-COPY rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-HTTP-005	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 REWRITE-NO-COPY rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-HTTP-006	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 REWRITE-NO-COPY rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-HTTP-007	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 REWRITE-NO-COPY rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-IDX-001	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 REWRITE-NO-COPY rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-IDX-002	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 REWRITE-NO-COPY rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-IDX-003	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 REWRITE-NO-COPY rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-IDX-004	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 REWRITE-NO-COPY rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-IDX-005	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 REWRITE-NO-COPY rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-001	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 REWRITE-NO-COPY rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-002	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 REWRITE-NO-COPY rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-003	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 REWRITE-NO-COPY rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-004	port	BB-NEW	P30 canonical E4 client runtime (bb-89n.13)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 BB-NEW rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-005	rewrite	REWRITE-NO-COPY	P30 clean-room session evidence/redaction schema (Follow-up A)	sdk/ts/src/session-evidence.ts	Accepted bb-89n.13 canonical E4 runtime types and bb-89n.14 runtime capture; clean-room rewrite under bb-89n.6 row ADP-RT-005; no P24 source or fixture input	BreadBoard-owned clean-room implementation; no P24 ancestry or license claim; final product incorporation remains owned by bb-89n.16	sdk/ts/test/session-evidence.test.mjs;sdk/ts/test/fixtures/session-evidence.static.v1.json;sdk/ts/test/fixtures/session-evidence.bb89n14.v1.json	R-REDACTION-PASS
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-006	rewrite	REWRITE-NO-COPY	P30 clean-room session evidence/redaction schema (Follow-up A)	sdk/ts/src/session-evidence.ts	Accepted bb-89n.13 canonical E4 runtime types and bb-89n.14 runtime capture; clean-room rewrite under bb-89n.6 row ADP-RT-006; no P24 source or fixture input	BreadBoard-owned clean-room implementation; no P24 ancestry or license claim; final product incorporation remains owned by bb-89n.16	sdk/ts/test/session-evidence.test.mjs;sdk/ts/test/fixtures/session-evidence.static.v1.json;sdk/ts/test/fixtures/session-evidence.bb89n14.v1.json	R-REDACTION-PASS
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-007	rewrite	REWRITE-NO-COPY	P30 clean-room session evidence/redaction schema (Follow-up A)	sdk/ts/src/session-evidence.ts	Accepted bb-89n.13 canonical E4 runtime types and bb-89n.14 runtime capture; clean-room rewrite under bb-89n.6 row ADP-RT-007; no P24 source or fixture input	BreadBoard-owned clean-room implementation; no P24 ancestry or license claim; final product incorporation remains owned by bb-89n.16	sdk/ts/test/session-evidence.test.mjs;sdk/ts/test/fixtures/session-evidence.static.v1.json;sdk/ts/test/fixtures/session-evidence.bb89n14.v1.json	R-REDACTION-PASS
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-008	rewrite	REWRITE-NO-COPY	P30 clean-room session evidence/redaction schema (Follow-up A)	sdk/ts/src/session-evidence.ts	Accepted bb-89n.13 canonical E4 runtime types and bb-89n.14 runtime capture; clean-room rewrite under bb-89n.6 row ADP-RT-008; no P24 source or fixture input	BreadBoard-owned clean-room implementation; no P24 ancestry or license claim; final product incorporation remains owned by bb-89n.16	sdk/ts/test/session-evidence.test.mjs;sdk/ts/test/fixtures/session-evidence.static.v1.json;sdk/ts/test/fixtures/session-evidence.bb89n14.v1.json	R-REDACTION-PASS
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-009	discard	DISCARD-NO-HARBOR	P30 clean-room session evidence/redaction schema (Follow-up A)		Accepted bb-89n.6 discard decision for row ADP-RT-009; no P24 source or fixture input	No harbor; no P24 material enters the candidate	sdk/ts/test/session-evidence.test.mjs	ABSENT-NO-DEPENDENCY
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-010	rewrite	REWRITE-NO-COPY	P30 typed E4 event adapter (bb-89n.11 through bb-89n.13)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 REWRITE-NO-COPY rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-011	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 REWRITE-NO-COPY rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-012	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 REWRITE-NO-COPY rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-013	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 REWRITE-NO-COPY rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-014	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 REWRITE-NO-COPY rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-015	discard	DISCARD-NO-HARBOR	P30 canonical E4 client runtime (bb-89n.13)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 DISCARD-NO-HARBOR rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-016	discard	DISCARD-NO-HARBOR	P30 canonical E4 client runtime (bb-89n.13)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 DISCARD-NO-HARBOR rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-017	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 REWRITE-NO-COPY rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-018	rewrite	REWRITE-NO-COPY	P30 clean-room session evidence/redaction schema (Follow-up A)	sdk/ts/src/session-evidence.ts	Accepted bb-89n.13 canonical E4 runtime types and bb-89n.14 runtime capture; clean-room rewrite under bb-89n.6 row ADP-RT-018; no P24 source or fixture input	BreadBoard-owned clean-room implementation; no P24 ancestry or license claim; final product incorporation remains owned by bb-89n.16	sdk/ts/test/session-evidence.test.mjs;sdk/ts/test/fixtures/session-evidence.static.v1.json;sdk/ts/test/fixtures/session-evidence.bb89n14.v1.json	R-REDACTION-PASS
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-019	discard	DISCARD-NO-HARBOR	P30 clean-room session evidence/redaction schema (Follow-up A)		Accepted bb-89n.6 discard decision for row ADP-RT-019; no P24 source or fixture input	No harbor; no P24 material enters the candidate	sdk/ts/test/session-evidence.test.mjs	ABSENT-NO-DEPENDENCY
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-020	port	BB-NEW	P30 E4 client error/redaction boundary (bb-89n.13)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 BB-NEW rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-021	rewrite	REWRITE-NO-COPY	P30 E4 client error/redaction boundary (bb-89n.13)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 REWRITE-NO-COPY rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-022	discard	DISCARD-NO-HARBOR	P30 clean-room session evidence/redaction schema (Follow-up A)		Accepted bb-89n.6 discard decision for row ADP-RT-022; no P24 source or fixture input	No harbor; no P24 material enters the candidate	sdk/ts/test/session-evidence.test.mjs	ABSENT-NO-DEPENDENCY
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-023	discard	DISCARD-NO-HARBOR	P30 clean-room session evidence/redaction schema (Follow-up A)		Accepted bb-89n.6 discard decision for row ADP-RT-023; no P24 source or fixture input	No harbor; no P24 material enters the candidate	sdk/ts/test/session-evidence.test.mjs	ABSENT-NO-DEPENDENCY
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-024	rewrite	REWRITE-NO-COPY	P30 typed E4 event adapter (bb-89n.11 through bb-89n.13)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 REWRITE-NO-COPY rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-025	rewrite	REWRITE-NO-COPY	P30 clean-room session evidence/redaction schema (Follow-up A)	sdk/ts/src/session-evidence.ts	Accepted bb-89n.13 canonical E4 runtime types and bb-89n.14 runtime capture; clean-room rewrite under bb-89n.6 row ADP-RT-025; no P24 source or fixture input	BreadBoard-owned clean-room implementation; no P24 ancestry or license claim; final product incorporation remains owned by bb-89n.16	sdk/ts/test/session-evidence.test.mjs;sdk/ts/test/fixtures/session-evidence.static.v1.json;sdk/ts/test/fixtures/session-evidence.bb89n14.v1.json	R-REDACTION-PASS
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-026	rewrite	REWRITE-NO-COPY	P30 E4 client error/redaction boundary (bb-89n.13)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 REWRITE-NO-COPY rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-027	rewrite	REWRITE-NO-COPY	P30 clean-room session evidence/redaction schema (Follow-up A)	sdk/ts/src/session-evidence.ts	Accepted bb-89n.13 canonical E4 runtime types and bb-89n.14 runtime capture; clean-room rewrite under bb-89n.6 row ADP-RT-027; no P24 source or fixture input	BreadBoard-owned clean-room implementation; no P24 ancestry or license claim; final product incorporation remains owned by bb-89n.16	sdk/ts/test/session-evidence.test.mjs;sdk/ts/test/fixtures/session-evidence.static.v1.json;sdk/ts/test/fixtures/session-evidence.bb89n14.v1.json	R-REDACTION-PASS
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	APP-SES-001	discard	DISCARD-NO-HARBOR	P30 first clean-room session port slice (Follow-up B, selected by bb-89n.7)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 DISCARD-NO-HARBOR rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	APP-SES-002	discard	DISCARD-NO-HARBOR	P30 first clean-room session port slice (Follow-up B, selected by bb-89n.7)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 DISCARD-NO-HARBOR rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	APP-SES-003	discard	DISCARD-NO-HARBOR	P30 first clean-room session port slice (Follow-up B, selected by bb-89n.7)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 DISCARD-NO-HARBOR rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	APP-SES-004	discard	DISCARD-NO-HARBOR	P30 first clean-room session port slice (Follow-up B, selected by bb-89n.7)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 DISCARD-NO-HARBOR rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	APP-SES-005	discard	DISCARD-NO-HARBOR	P30 first clean-room session port slice (Follow-up B, selected by bb-89n.7)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 DISCARD-NO-HARBOR rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	APP-SES-006	discard	DISCARD-NO-HARBOR	P30 first clean-room session port slice (Follow-up B, selected by bb-89n.7)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 DISCARD-NO-HARBOR rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	APP-SES-007	discard	DISCARD-NO-HARBOR	P30 first clean-room session port slice (Follow-up B, selected by bb-89n.7)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 DISCARD-NO-HARBOR rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	APP-SES-008	discard	DISCARD-NO-HARBOR	P30 first clean-room session port slice (Follow-up B, selected by bb-89n.7)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 DISCARD-NO-HARBOR rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	APP-OFF-001	discard	DISCARD-NO-HARBOR	No product replacement; real E4 fixtures only	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 DISCARD-NO-HARBOR rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	APP-OFF-002	discard	DISCARD-NO-HARBOR	No product replacement; real E4 fixtures only	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 DISCARD-NO-HARBOR rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	APP-OFF-003	discard	DISCARD-NO-HARBOR	No product replacement; real E4 fixtures only	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 DISCARD-NO-HARBOR rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	APP-LCH-001	rewrite	REWRITE-NO-COPY	P30 first clean-room session port slice (Follow-up B, selected by bb-89n.7)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 REWRITE-NO-COPY rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	APP-LCH-002	rewrite	REWRITE-NO-COPY	P30 first clean-room session port slice (Follow-up B, selected by bb-89n.7)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 REWRITE-NO-COPY rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	APP-LCH-003	discard	DISCARD-NO-HARBOR	P30 first clean-room session port slice (Follow-up B, selected by bb-89n.7)	PENDING:bb-89n.16-final-product-record	PENDING:assigned owner must apply accepted bb-89n.6 DISCARD-NO-HARBOR rule without P24 source ancestry	PENDING:bb-89n.16-final-product-record	PENDING:assigned-owner-supplied	PENDING
